
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  "\n  Got the Note 9 Pro in Galcier White Colour on first sale itself. I skipped Note 8 Pro. Swift Delivery with Amazon. After spending a few weeks with it  here's my experience. I keep switching phones often and let's see if Note 9 Pro is the ideal phone."  'Design:'  "Awesome design. I like the center placed punch hole camera  it gives a overall sense of symmetry. The Aura Balanced Design is premium. Glass Front & Back With Curved Edges. Plastic Frame. Phone comes with a silicon back cover in the box and a plastic screen guard pre applied on the screen. Looks really nice with the white colour but due to 20:9 aspect ratio and large screen  it is a tall phone  quite difficult to handle single handedly even with my big enough hands. Also I now need to buy jeans with bigger pockets because in my wardrobe I couldn't find a jeans that could accommodate this phone comfortably. Although It is a nice premium looking design but not practical due to being tall which hinders one handed usage. Also the camera bump is protruding a few millimetres but Xiaomi claims that the Camera module is also coated with Gorilla Glass 5 Protection so it should be scratch resistant to some extent."  'Display:'  "Screen being an IPS LCD Full HD+ Panel is large at 6.67 inches with 20:9 aspect ratio  is tall and not too wide. Bezels around are very slim and the chin is minimal. Screen to body ratio is impressive. It's certainly big or tall in vertical terms. Quality wise the screen is good  brightness is satisfactory for indoor and outdoor usage but the screen is not as vivid or lively as AMOLED screens. Viewing angles are good. Little bit colourshifting can be noticed when viewing from different angles. No higher refresh rate though which everyone kinda expected. Touch response is good  not too fast or too slow even when playing PUBG. Brightness could've been more for better outdoor visibility under direct sunlight. Reading mode is there to filter harmful bluelight. Overall  display quality is good and satisfactory."  'Sound Output:'  "Sound quality is clear and loud through the speaker  thought lacking on bass and instruments. Call quality is loud and clear as well. Earphone output is little disappointing. I have premium sounding earphones which sounded better on my previous phone but the sound output via the 3.5mm jack is quite low on the Redmi Note 9 Pro so you've to crank up the volume and let's not talk about the richness of the sound which is completely lacking. While playing PUBG Mobile with Earphone plugged in  I could barely hear the footsteps in the game and had to crank up the volume to max. Everyone should report this earphone sound quality issue to Xiaomi. Update: Low Volume Level in earphones has been fixed after OTA update but the richness in audio is still lacking."  'Performance:'  "Performance is fine even on the 4 GB 64 GB Variant. Didn't see any lag or shutter while performing normal day to day tasks  thanks to Snapdragon 720G Chipset built on a power efficient 8nm Process. Now the big question  can it handle PUBG?"  "Yes  you can play PUBG Mobile with Smooth & Ultra (40 fps) Combination and HD & High Maximum but the game is not properly optimized as it is a new chipset. I played PUBG for 2 straight weeks on Smooth and Ultra Graphic settings and noticed the game freezing in classic and other modes for a few seconds in almost every match.. Earlier I used to play PUBG in Smooth & Extreme (60fps) option on my previous phone so playing in Ultra (40fps) on Note 9 Pro feels little downgrade. Gameplay was smooth for most of the part but frame freezes quite frequently which made the gameplay not so enjoyable. Didn't notice any heating issues. Temp was mostly under control. Another problem I encountered with PUBG is the low sound output from the earphone (Ant Audio W56 or any other) plugged in. Xiaomi should rectify this issue ASAP!"  'Update: Low Volume Level in earphones has been fixed after OTA update.'  'Cameras:'  "Talking about the camera quality  I am not impressed with the Note 9 Pro. The quality is average  default 12 MP shots from the main camera lack details when zoomed in and look oversharpened along with a warm colour tone and noise and other post processing artefacts quite visible even in good lighting conditions. HDR is a hit or miss most of the time. There's a new option in the camera app to boost colours similar to Chroma Boost feature found in Realme Smartphones. 48 MP shots look a little better especially in terms of details in comparison to default 12 MP Shots. Front camera quality is average as well. To be honest  I'm little disappointed with the camera output but it's not a major issue as I have a Nokia 808 PureView as my go to Camera Phone since 2014. You could install GCam Mod for better quality output as Camera 2 API is supported out of the box."  'Connectivity:'  "Had no issues with WiFi or Bluetooth. It has support for NavIC  India's own satelite for navigation. No issues with location services."  "Though didn't notice a faster location locking using NavIC. Cellularr Network Strength I found is little low in my experience  because the same SIM Cards inserted in my other phone used to provide better network reception  as a result  the download speeds are somewhat lower on Note 9 Pro. Will test further and update here."  "Battery is rated at 5020 mAh and Xiaomi is providing 18W Charger in the box. If we remember a year ago  18W was considered fast but this time it has a larger capacity battery than previous Note series smartphones. A full charge normally takes more than 2 hours which is not bad for a 5000 mAh battery. Everyone this time expected Xiaomi to provide a charger rated at 22W or more. The global variant ships with a 22W Charger. Why Xiaomi? Battery can get you more than a day depending on your usage so it shouldn't be a problem. It's good for long gaming sessions as well."  'Some really important features worth mentioning:'  "It has 2 SIM Card Slots with a dedicated MicroSD Slot so it's a good decision on part of Redmi/Xiaomi. The charging port is Type C which I appreciate. Fingerprint Sensor is mounted on the Side Power Button and it's fast to unlock the phone. You have the option to choose whether to press the power button or just touch on it to unlock the phone. IR Blaster is another nifty feature to control various electronic appliances. It works well with my Set Top Box so no need of reaching the remote everytime I want to switch channels or lower the volume. Fortunately there is a notification LED next to the earpiece  though you only get a single white colour. Still I consider the notification LED as an essential feature."  'OS:'  "It's running MIUI 11 on top of Android 10. I liked MIUI during Redmi Note 3 times when it was a clean UI and had no Ads or content recommendations feature inbuilt. Still It's packed with features and offers a lot of customization though the amount of bloatware is ridiculous. Thankfully almost all of them can be uninstalled which I recommend. Content recommendations and ads can be partially turned off. Just don't like that there's no option to uninstall the Mi Browser."  "So to sum it up  I would say it's a good phone for the price except for a few things."  'Pros:'  'Premium Design.'  'CGG 5 Protection Both Sides.'  'Nice Display Quality.'  'Good Sound Via Loudspeaker.'  'IR Blaster.'  'Good Performance.'  'Less Heating.'  'Very Good Battery Backup.'  'Cons:'  'Quite Tall So One Handed Usage Is An Issue.'  'Protruding Camera Module.'  'No 90 Hz Refresh Rate.'  'Average Cameras'  'PUBG Mobile Not Optimized'  'Network Reception & Download Speeds Should Be Improved.\n'  '\n  \n']","4","AGJEMGVS6E2OIIJ5SBAW4WHB52YQ","285"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  "\n  I'm not satisfied with this mobile bcs internet speed was very slow.. Before this phone i use samsung galaxy Note 5..comparing to samsung note 5 I feel speed of the internet was slow in this phone and another prblm i found in this phone was wireless headphones was disconnect automatically...\n"  '\n  \n']","3","AGRZBWBVCLDAHVG6GN4VQ3YZKBTA","253"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Redmi note 6 pro is much better option as compare to this phone.'  'Battery is good'  'Lookwise ok.'  'Charger getting heat within 20 to 30 min. Charging is also slow.'  'Camera is also not so good as mentioned.'  'Overall 3 points out of 5.'  'Not a good option to purchase so wait for redmi note pro max.....\n'  '\n  \n']","3","AG56ODXCBLUJTIUTKBNUV5CL3TRQ","229"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Even when you are holding it in your hand  fingers keep touching scanner every now and then. Scanner placement is very wrong. Otherwise phone is good.\n'  '\n  \n']","4","AE5MRYI2BX2B2PHWOSC5BXXT5CMQ","219"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Fingerprint reader is working with quick action'  'Battery life is also good but it takes more time to charge'  'Camera quality is also good and front camera is not satisfying me'  'Good mobile for playing pubg with her graphics\n'  '\n  \n']","4","AEPKOOAPBNBGER47RICUYZXMC56Q","193"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Bought Redmi Note 9 Pro (Interstellar Black) in 1st sale  using it extensively. Read my review  if you are planning to buy one.'  'EDIT: 1. Updating review for using more than a month  facing some strange battery drain issue  battery is not lasting even for a day. Once  fully charged  it automatically gets decreased by 5-10% without doing anything.'  '2. For daily usage screen size feels too big  not easily manageable  also device is bulky.'  '--------------------------------'  'Pros:'  '1.  48MP Quad Camera (with Samsung GM2 Sensor) captures amazing pictures  both outdoor as well as indoor.'  '- Even in low light conditions  photo looks cool.'  '- Selfie looks more natural  not over beautification like oppo vivo.'  '2.  6.67 inch FHD+ dot display looks good.'  '3.  Dedicated Memory card slot.'  '4.  5020 mAH li-polymer battery - it easily lasts for more than a day with average usage.'  '- With 18w charger  it takes less than 2 hrs for full charge.'  '5.  P2i splash-proof nano-coating'  '6.  Notification LED'  '7.  IR Blaster'  "*NavIC for navigation  but haven't noticed any difference than GPS."  'Cons:'  '1.  60 Hz display (vs 90 Hz display of Realme 6) : Difference is noticable  while playing games.'  '2.  For PUBG  RN9Pro frame rate setting limited to Ultra  on other hand  Realme6 supports up to Extreme.'  'In short  Gaming is better on Realme 6 with MediaTek G90T.'  'Final Verdict: If you want device with better battery performance  Redmi Note 9 Pro is gold choice.'  '- For better display & gaming experience  get Realme 6.'  '*Will edit review  after using few more days.\n'  '\n  \n']","3","AGMARZQAQVXSPWQBFLLM3W3BQ6AA","183"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  The phone is not supporting any kind of SD card and always asking to format the SD card. The medias and files of external storage keeps disappearing automatically without permission. the pictures clicked takes a lot of time in processing and couldnt be viewed instantly.\n'  '\n  \n']","1","AGFETOO42TRWA3WB45IPUHZIFWXA","172"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Redmi note 9 pro mobile after purchasing 2 days mobile display showing vertical shades lines and flickering.defective piece\n'  '\n  \n']","1","AHNIJFTDE3LIJQLQVVO5RWM53UJQ","147"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Not good '  'Hang and some time show error many times in every app '  'Some feature problem'  'Over all disappointing\n'  '\n  \n']","1","AE3PRX67NF3X66M46OOVT2CJX5QA","147"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  "\n  As a left hander i have a habit of controlling phone with left hand. but the company gave a fingerprint censor on the right side of the phone along with power button. so you have to learn using it from your right hand.  problem is also same with the notification bar. if you are using phone with left hand then you will obviously swipe the notification left. but it won't allow you to swipe the notification left. you have to swipe it right. this is so irritating."  "problem doesn't end here. it start hanging on the very 3rd day of purchase. and now its speaker gone mute with no reason. if you want to irritate someone  please gift this useless smartphone."  "and every time i plug in a earphone a message pop up displaying 'do not cover the earphone area and screen got blocked'. i don't why this kind of feature is there."  'camera quality is good but if you try to zoom the picture  it will pixelize.'  'so disappointing smartphone.\n'  '\n  \n']","2","AE4SMMONCNXDU7EFOL5AHI6XNE7Q","99"
