
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Upper portion of the phone is getting heated after using it for very short period.....and even when making a call for 2-3 minutes same thing is being experienced.....but lower portion of the phnoe seems fine...also called Amazon technical support to check about this....they checked my phone through servify app...told me all are ok....if anyone facing same thing....please let me know....is it a common issue?\n'  '\n  \n']","1","AFLCQLJWUNC4TV4FM73K6CCNHNCQ","168"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Hi all '  'From Samsung M31s.'  'Bought it on Amazon Prime day sale. Placed the order by 00:04 of 6th August (Day-1 of the sale) and got it very next day Noon 2pm itself. Kudos Amazon India.'  "Grabbed it for 15 999 with a 2k coupon code and HDFC's 10% discount."  "But  ordered a Matte Back cover and Matte Temper glass (As it didn't come with the box and also wasn't available near me in Chennai). Delivery date is 18th to 25th Aug which is pathetic. I have to take care my SaM31s like a baby."  'Small review as per my knowledge -'  'On-hand  its so good. (Earlier was using OnePlus 6) Size wise bit bigger that 1+6 (6.5")'  'Comparing to Nord  we have Memory card slot - no dependency.'  'While updating the phone on first start  i felt bit heat. But later  it was fine.'  'Charged a 100% and had an extensive usage (not a gamer). Battery lasts more than 36hrs (with Bluetooth earphone at times).'  'Charging happened in 70-75 mins with intermediate usage in between.'  'Earphone Jack available comparing to Nord  better than Bluetooth earphone which consumes charge and needs charge for earphones too.'  'Settings - an ocean of settings  wonderful touch sensor and additional features for lock facilities.'  "But  doesn't have indicator on the front face (which shows if notifications are received)"  'No option to find app usage statistics.'  'Audio - Its so good with clear audio in all needs.'  'Photo - Video : Excellent quality of photos and Videos even in a 3x Zoom. Front camera is bit down.'  'Macro Mode is giving a great pic of Close shots.'  'Has Slowmo  Super slowmo  Hyperlapse  Panaroma.'  'AR zone is pure magical. Different features for Front cam and Back cam.'  "Reverse charging facility is amazing. But the box doesn't have USB - charge cable."  'Overall - M31s is a price worthy with sooo many options.'  'EDIT : Corning Gorilla Glass 3 is fine '  'just on 10th day of my purchase  my phone fallen down with less than 1m height (slipped from hand) and display borken 💔'  'Handle with care.\n'  '\n  \n']","5","AHGBJCSEA744JYYVEJ3DHWLIWYTA","162"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Pros :'  '1. Display -- Amazing Super Amoled'  '2. Battery -- Huge 6000mAh'  '3. Camera -- Great especially the Single Take feature'  '4. Reverse Charging -- Excellent  you can use this phone as a power bank as the cable in box is type c to type c'  '5. Charger -- 25W fast charging'  '6. UI -- Very good and easy to operate'  '7. Fingerprint scanner on side is very Fast'  '8. Gradient look is nice...'  'Cons :'  '1. Chipset still Exynos 9611 (10nm). This could have  been better at this price range....'  'Over all ...Great product....👍'  '4.5 on 5\n'  '\n  \n']","5","AHFXAI2AWWBGQDNOV2HA5LIR7WKA","130"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  "\n  Don't buy this Samsung M31s."  'Camera quality is bad.'  'Overall waste of money.\n'  '\n  \n']","1","AEZJYOFGNUUUOB4QZC3MU56EMETQ","131"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Not found charger  cable  u pin and manual'  'Only handset received in box\n'  '\n  \n']","1","AHGGJ2SFGLBWHWWAGDCYVLSCCOZQ","131"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Phone is good but delivery boy cheated and then took 1400 extra to accept exchange my old phone\n'  '\n  \n']","1","AETVABI3CBXDA7DX6YR2GT5A37YA","128"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Phone is heating and also camera is blurring when flash light is on. Worst camera ever.\n'  '\n  \n']","1","AGX6RZNXD54BMZL2JOCBFTED4HEQ","114"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  Facial recognition is bad... Phone is lagging a lot... Not satisfied at alll.\n'  '\n  \n']","1","AHVRCTVTUVINN72TIXXZF4WG42QA","110"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  There is too much problem in this phone.'  "1.  6000Mah battery but phone doesn't work even half day on standby mode."  '2.  In 64MegaPixel camera quality is too bad as per expactation.'  '3.  Not working properly any sensor in phone (Face & Fingerprint).'  "4.  It's too much time taken to charge the full battery approx more than 6hrs."  "Please don't buy this worst phone.\n"  '\n  \n']","1","AHLSLAP4CJGJBVPAAROVT6NCD3KA","82"
"['\n\n\n\n\n\n\n\n\n\n  \n  \n    '  '\n  I am writing this review after 3 days of moderate to heavy usage.'  'Design: The design of the phone is stunning even though its made of glasstic. The back is a dust and fingerprint magnet. So suggest to use a case. 5/5.'  'Battery: Monstrous. Lasted for a day after watching 2 movies  occasional checking of mails  light gaming and browsing social media. I still had 10% left. The highlight is of course reverse charging and the super fast charging support. Took around 100 to 120 mins to charge the phone completely from 0 to 100. 5/5.'  'Camera: One of the best if not the best camera in this range. The Sony sensor does a great job in the imaging department with some intelli cam features. 4.5/5.'  "Processor and UI: For the last 3 days  that I've been using this phone  UI was pretty smooth and with some bloatware. I am a stock android lover  so thankfully I was able to delete a few pre-installed apps and block the ads/app recommendations while setting up the phone. There are some cool features like smart pop up view which are really awesome. The processor was lag free and its performance was smooth. I don't want to comment on gaming as I am not a heavy gamer. Overall an great choice for day to day usage. 4.5/5."  'Display: No comments. Just 5/5.'  "The only disappointment I had was there was no case provided in the box. Overall I would give 5/5 for this phone. Regarding the pricing  when I've compared it with the competitors for 6/128 gb variants there was a difference of 1k to 1500 which I felt was fine considering the Samsung brand and features offered."  'I would recommend this one if anyone is looking for a decent phone under 20k.\n'  '\n  \n']","5","AH5UKI365LZLNJVB5HWO2KDWFGWQ","77"
